pl_name,hostname,hip_name,sy_pnum
"HD 22496 b","HD 22496","HIP 16711",1
"OGLE-2018-BLG-0567L b","OGLE-2018-BLG-0567L",,1
"OGLE-2018-BLG-0962L b","OGLE-2018-BLG-0962L",,1
"TOI-1201 b","TOI-1201",,1
"GPX-1 b","GPX-1",,1
"TOI-558 b","TOI-558",,1
"TOI-559 b","TOI-559",,1
"TIC 257060897 b","TIC 257060897",,1
"TOI-1431 b","TOI-1431",,1
"KMT-2018-BLG-1743L b","KMT-2018-BLG-1743L",,1
"TOI-530 b","TOI-530",,1
"Kepler-1748 b","Kepler-1748",,1
"TOI-1789 b","TOI-1789",,1
"TOI-1296 b","TOI-1296",,1
"TOI-1298 b","TOI-1298",,1
"HD 63935 b","HD 63935","HIP 38374",2
"HD 63935 c","HD 63935","HIP 38374",2
"TOI-3362 b","TOI-3362",,1
"OGLE-2018-BLG-1185L b","OGLE-2018-BLG-1185L",,1
"HD 25723 b","HD 25723","HIP 19011",1
"17 Sco b","17 Sco","HIP 79540",1
"GJ 9689 b","GJ 9689","HIP 99699",1
"EPIC 201427007 b","EPIC 201427007",,1
"EPIC 212624936 b","EPIC 212624936",,2
"EPIC 220492298 b","EPIC 220492298",,1
"TOI-2285 b","TOI-2285",,1
"CD Cet b","CD Cet",,1
"LHS 1678 b","LHS 1678",,3
"LHS 1678 c","LHS 1678",,3
"HD 39194 b","HD 39194","HIP 27080",3
"HD 39194 c","HD 39194","HIP 27080",3
"HD 39194 d","HD 39194","HIP 27080",3
"Kepler-294 c","Kepler-294",,2
"HD 93385 b","HD 93385",,3
"HD 93385 c","HD 93385",,3
"HD 93385 d","HD 93385",,3
"HD 96700 b","HD 96700","HIP 54400",3
"HD 96700 c","HD 96700","HIP 54400",3
"HD 96700 d","HD 96700","HIP 54400",3
"HD 154088 b","HD 154088","HIP 83541",1
"HD 189567 b","HD 189567","HIP 98959",2
"HD 189567 c","HD 189567","HIP 98959",2
"HIP 97166 b","HIP 97166","HIP 97166",2
"Kepler-1747 b","Kepler-1747",,1
"HIP 97166 c","HIP 97166","HIP 97166",2
"TOI-2257 b","TOI-2257",,1
"KMT-2016-BLG-2605L b","KMT-2016-BLG-2605L",,1
"HD 29399 b","HD 29399",,1
"OGLE-2019-BLG-0304L b","OGLE-2019-BLG-0304L",,1
"HD 207897 b","HD 207897","HIP 107038",1
"HD 137496 b","HD 137496",,2
"HD 137496 c","HD 137496",,2
"K2-388 b","K2-388",,1
"K2-389 b","K2-389",,2
"K2-389 c","K2-389",,2
"K2-390 b","K2-390",,1
"K2-391 b","K2-391",,1
"K2-392 b","K2-392",,1
"Kepler-1990 b","Kepler-1990",,2
"K2-370 b","K2-370",,1
"K2-395 b","K2-395",,2
"K2-395 c","K2-395",,2
"K2-396 b","K2-396",,2
"K2-397 b","K2-397",,1
"Kepler-826 b","Kepler-826",,1
"K2-398 b","K2-398",,2
"K2-398 c","K2-398",,2
"K2-400 b","K2-400",,1
"K2-401 b","K2-401",,1
"Kepler-825 b","Kepler-825",,2
"K2-402 b","K2-402",,1
"K2-403 b","K2-403",,1
"K2-404 b","K2-404",,1
"Kepler-824 b","Kepler-824",,1
"K2-405 b","K2-405",,1
"K2-406 b","K2-406",,1
"Kepler-823 b","Kepler-823",,1
"K2-407 b","K2-407",,2
"K2-407 c","K2-407",,2
"Kepler-822 b","Kepler-822",,1
"K2-408 b","K2-408",,1
"Kepler-821 b","Kepler-821",,1
"K2-409 b","K2-409",,1
"K2-374 b","K2-374",,2
"K2-374 c","K2-374",,2
"Kepler-58 b","Kepler-58",,4
"K2-376 b","K2-376",,1
"Kepler-498 b","Kepler-498",,1
"Kepler-820 b","Kepler-820",,1
"GJ 367 b","GJ 367","HIP 47780",3
"TOI-2109 b","TOI-2109",,1
"TOI-1842 b","TOI-1842",,1
"2M0437 b","2MASS J04372171+2651014",,1
"HATS-74 A b","HATS-74 A",,1
"HATS-75 b","HATS-75",,1
"HATS-76 b","HATS-76",,1
"HATS-77 b","HATS-77",,1
"Kepler-1708 b","Kepler-1708",,1
"Kepler-1705 c","Kepler-1705",,2
"Kepler-288 c","Kepler-288",,3
"BD+60 1417 b","BD+60 1417",,1
"HD 360 b","HD 360",,1
"HD 10975 b","HD 10975",,1
"HD 79181 b","HD 79181",,1
"HD 99283 b","HD 99283",,1
"ups Leo b","ups Leo",,1
"HD 161178 b","HD 161178",,1
"HD 219139 b","HD 219139",,1
"gam Psc b","gam Psc",,1
"HIP 5763 b","HIP 5763","HIP 5763",1
"HIP 34222 b","HIP 34222","HIP 34222",1
"HIP 86221 b","HIP 86221","HIP 86221",1
"OGLE-2019-BLG-0960L b","OGLE-2019-BLG-0960L",,1
"TOI-2180 b","TOI-2180",,1
"OGLE-2018-BLG-0383L b","OGLE-2018-BLG-0383L",,1
"LTT 1445 A c","LTT 1445 A","HIP 14101",2
"KMT-2021-BLG-0322L b","KMT-2021-BLG-0322L",,1
"OGLE-2018-BLG-0532L b","OGLE-2018-BLG-0532L",,1
"b Cen AB b","b Cen A",,1
"TOI-1064 b","TOI-1064",,2
"TOI-1064 c","TOI-1064",,2
"HD 22532 b","HD 22532",,1
"HD 64121 b","HD 64121",,1
"HD 69123 b","HD 69123","HIP 40344",1
"TOI-2184 b","TOI-2184",,1
"TOI-1268 b","TOI-1268",,1
"TOI-2337 b","TOI-2337",,1
"Kepler-819 b","Kepler-819",,1
"TOI-4329 b","TOI-4329",,1
"TOI-2669 b","TOI-2669",,1
"TOI-206 b","TOI-206",,1
"TOI-500 b","TOI-500",,4
"TOI-544 b","TOI-544",,2
"TOI-833 b","TOI-833",,1
"TOI-1075 b","TOI-1075",,1
"TOI-1411 b","TOI-1411","HIP 76042",1
"TOI-1442 b","TOI-1442",,1
"TOI-1693 b","TOI-1693",,1
"TOI-1860 b","TOI-1860",,1
"TOI-2260 b","TOI-2260",,1
"TOI-2411 b","TOI-2411",,1
"TOI-2427 b","TOI-2427",,1
"TOI-2445 b","TOI-2445",,1
"GJ 3929 b","GJ 3929",,2
"TOI-1759 b","TOI-1759",,1
"KMT-2017-BLG-2509L b","KMT-2017-BLG-2509L",,1
"OGLE-2017-BLG-1099L b","OGLE-2017-BLG-1099L",,1
"OGLE-2019-BLG-0299L b","OGLE-2019-BLG-0299L",,1
"KMT-2021-BLG-0912L b","KMT-2021-BLG-0912L",,1
"KMT-2018-BLG-1988L b","KMT-2018-BLG-1988L",,1
"K2-384 b","K2-384",,5
"K2-396 c","K2-396",,2
"WASP-189 b","WASP-189","HIP 73608",1
"HD 73583 b","HD 73583","HIP 42401",2
"HD 73583 c","HD 73583","HIP 42401",2
"TOI-1670 b","TOI-1670",,2
"TOI-1670 c","TOI-1670",,2
"HD 191939 e","HD 191939","HIP 99175",6
"HD 191939 f","HD 191939","HIP 99175",6
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L",,1
"TOI-1227 b","TOI-1227",,1
"Kepler-818 b","Kepler-818",,1
"AB Aur b","AB Aur",,1
"TOI-620 b","TOI-620",,1
"GJ 514 b","GJ 514","HIP 65859",1
"Kepler-451 c","2MASS J19383260+4603591",,3
"Kepler-817 b","Kepler-817",,1
"Kepler-451 d","2MASS J19383260+4603591",,3
"pi Men d","HD 39091","HIP 26394",3
"TYC 2187-512-1 b","TYC 2187-512-1",,1
"iot Dra c","iot Dra","HIP 75458",2
"TOI-1246 b","TOI-1246",,4
"TOI-1246 c","TOI-1246",,4
"TOI-1246 d","TOI-1246",,4
"TOI-1246 e","TOI-1246",,4
"TOI-1696 b","TOI-1696",,1
"TOI-2136 b","TOI-2136",,1
"HIP 94235 b","HIP 94235","HIP 94235",1
"TOI-1710 b","TOI-1710",,1
"HD 103891 b","HD 103891","HIP 58331",1
"HD 105779 b","HD 105779",,1
"TOI-500 c","TOI-500",,4
"TOI-500 d","TOI-500",,4
"TOI-500 e","TOI-500",,4
"TOI-1181 b","TOI-1181",,1
"TOI-1516 b","TOI-1516",,1
"TOI-2046 b","TOI-2046",,1
"WASP-132 c","WASP-132",,3
"Kepler-1656 c","Kepler-1656",,2
"Gaia-1 b","Gaia-1",,1
"Gaia-2 b","Gaia-2",,1
"TOI-1107 b","TOI-1107",,1
"Ross 508 b","Ross 508",,1
"HD 83443 c","HD 83443","HIP 47202",2
"mu2 Sco b","mu2 Sco",,1
"HD 28109 b","HD 28109","HIP 20295",3
"HD 28109 c","HD 28109","HIP 20295",3
"Kepler-816 b","Kepler-816",,1
"HD 28109 d","HD 28109","HIP 20295",3
"HD 260655 b","HD 260655","HIP 31635",2
"HD 260655 c","HD 260655","HIP 31635",2
"HD 33142 d","HD 33142","HIP 23844",3
"HD 19615 b","HD 19615",,1
"HD 150010 b","HD 150010",,1
"HD 174205 b","HD 174205",,1
"TOI-3714 b","TOI-3714",,1
"TOI-3629 b","TOI-3629",,1
"TOI-4479 b","TOI-4479",,1
"TOI-2081 b","TOI-2081",,1
"TOI-1272 b","TOI-1272",,2
"TOI-1272 c","TOI-1272",,2
"KOI-984 c","KOI-984",,2
"TOI-5153 b","TOI-5153",,1
"NGTS-20 b","NGTS-20",,1
"HIP 21152 b","HIP 21152","HIP 21152",1
"TOI-1422 b","TOI-1422",,2
"GJ 3512 c","GJ 3512",,2
"CoRoT-7 d","CoRoT-7",,3
"CoRoT-35 b","CoRoT-35",,1
"CoRoT-36 b","CoRoT-36",,1
"GJ 3929 c","GJ 3929",,2
"HD 93963 A b","HD 93963 A",,2
"HD 93963 A c","HD 93963 A",,2
"KMT-2020-BLG-0414L b","KMT-2020-BLG-0414L",,2
"KMT-2020-BLG-0414L c","KMT-2020-BLG-0414L",,2
"TOI-128.01","TOI-128","HIP 24718",1
"TOI-139 b","TOI-139",,1
"Kepler-1743 b","Kepler-1743",,1
"Kepler-18 c","Kepler-18",,3
"Kepler-815 b","Kepler-815",,1
"GJ 3090 b","GJ 3090","HIP 6365",2
"HD 18599 b","HD 18599","HIP 13754",1
"TOI-181 b","TOI-181",,1
"TOI-199 b","TOI-199",,2
"Kepler-814 b","Kepler-814",,1
"Kepler-1667 b","Kepler-1667",,1
"Kepler-813 b","Kepler-813",,1
"Kepler-812 b","Kepler-812",,1
"TOI-238 b","TOI-238",,2
"TOI-244 b","TOI-244",,1
"Kepler-811 b","Kepler-811",,1
"TOI-260 b","TOI-260",,1
"TOI-261.01","TOI-261","HIP 4739",2
"TOI-261.02","TOI-261","HIP 4739",2
"TOI-262 b","TOI-262","HIP 10117",1
"HIP 8152 b","HIP 8152","HIP 8152",2
"Kepler-287 c","Kepler-287",,2
"HIP 8152 c","HIP 8152","HIP 8152",2
"TOI-277 b","TOI-277",,1
"Kepler-286 b","Kepler-286",,4
"TOI-283 b","TOI-283",,1
"TOI-286 b","TOI-286",,2
"TOI-286 c","TOI-286",,2
"Kepler-69 b","Kepler-69",,2
"Kepler-285 b","Kepler-285",,2
"Kepler-810 b","Kepler-810",,1
"Kepler-809 b","Kepler-809",,1
"TOI-329 b","TOI-329",,1
"TOI-332 b","TOI-332",,1
"Kepler-284 b","Kepler-284",,2
"TOI-333 b","TOI-333",,1
"Kepler-808 b","Kepler-808",,1
"Kepler-432 b","Kepler-432",,2
"Kepler-283 b","Kepler-283",,2
"Kepler-463 b","Kepler-463",,1
"TOI-406.01","TOI-406",,2
"TOI-406 c","TOI-406",,2
"TOI-411 c","HD 22946","HIP 17047",3
"TOI-411 b","HD 22946","HIP 17047",3
"TOI-444 b","TOI-444","HIP 19950",1
"HD 15906 b","HD 15906",,2
"TOI-469.01","TOI-469","HIP 29442",3
"TOI-470 b","TOI-470",,1
"TOI-480 b","TOI-480","HIP 27849",1
"TOI-512 b","TOI-512",,1
"TOI-521 b","TOI-521",,1
"HD 25463 b","HD 25463","HIP 18893",2
"HD 25463 c","HD 25463","HIP 18893",2
"Kepler-806 b","Kepler-806",,1
"Kepler-805 b","Kepler-805",,1
"Kepler-1742 b","Kepler-1742",,1
"TOI-615 b","TOI-615",,1
"TOI-622 b","TOI-622",,1
"Kepler-804 b","Kepler-804",,2
"Kepler-282 d","Kepler-282",,4
"TOI-654.01","TOI-654",,1
"TOI-663 b","TOI-663",,3
"Kepler-1991 c","Kepler-1991",,2
"TOI-663 c","TOI-663",,3
"TOI-663 d","TOI-663",,3
"TOI-669 b","TOI-669",,1
"TOI-672 b","TOI-672",,1
"Kepler-410 A b","Kepler-410 A",,1
"Kepler-803 b","Kepler-803",,1
"TOI-682.01","TOI-682",,1
"Kepler-421 b","Kepler-421",,1
"Kepler-802 b","Kepler-802",,1
"TOI-700 e","TOI-700",,4
"TOI-712 b","TOI-712",,3
"TOI-712 c","TOI-712",,3
"TOI-712 d","TOI-712",,3
"TOI-715 b","TOI-715",,1
"Kepler-57 b","Kepler-57",,2
"TOI-733 b","TOI-733",,1
"TOI-756 b","TOI-756",,2
"TOI-757 b","TOI-757",,1
"TOI-762 A b","TOI-762 A",,1
"TOI-771 b","TOI-771",,2
"TOI-778 b","TOI-778",,1
"Kepler-801 b","Kepler-801",,1
"TOI-782 b","TOI-782",,1
"TOI-784 b","HD 307842",,1
"Kepler-800 b","Kepler-800",,1
"TOI-815 b","TOI-815",,2
"WASP-108 b","WASP-108",,1
"Kepler-799 b","Kepler-799",,2
"TOI-836.01","TOI-836","HIP 73427",2
"TOI-836 b","TOI-836","HIP 73427",2
"TOI-858 B b","TOI-858 B",,1
"Kepler-281 c","Kepler-281",,3
"TOI-871 b","TOI-871",,1
"KOI-1257 b","KOI-1257",,1
"TOI-880 c","TOI-880",,2
"TOI-880.02","TOI-880",,2
"Kepler-115 c","Kepler-115",,2
"TOI-904 b","TOI-904",,2
"TOI-904 c","TOI-904",,2
"TOI-907.01","TOI-907",,1
"TOI-908 b","TOI-908",,1
"LHS 475 b","LHS 475",,1
"TOI-912 b","TOI-912",,1
"TOI-913 b","TOI-913",,1
"TOI-969 b","TOI-969",,2
"Kepler-798 b","Kepler-798",,1
"TOI-1011 b","TOI-1011","HIP 36964",1
"Kepler-56 c","Kepler-56",,3
"Kepler-280 b","Kepler-280",,2
"TOI-1052 b","TOI-1052",,2
"TOI-1054.01","TOI-1054","HIP 99212",1
"Kepler-797 b","Kepler-797",,1
"HD 109833 b","HD 109833","HIP 61723",2
"HD 109833 c","HD 109833","HIP 61723",2
"Kepler-279 c","Kepler-279",,4
"TOI-1117 b","TOI-1117",,3
"TOI-1135 b","TOI-1135","HIP 62908",1
"TOI-1136 d","TOI-1136",,6
"TOI-1136 c","TOI-1136",,6
"TOI-1136 f","TOI-1136",,6
"TOI-1136 e","TOI-1136",,6
"TOI-1173 b","TOI-1173",,1
"TOI-1174 b","TOI-1174",,1
"TOI-1180 b","TOI-1180",,1
"TOI-1184 b","TOI-1184",,1
"TOI-1194 b","TOI-1194",,1
"TOI-1199 b","TOI-1199",,1
"TOI-1203.01","TOI-1203","HIP 54779",4
"Kepler-44 b","Kepler-44",,1
"TOI-1221 b","TOI-1221",,1
"HD 56414 b","HD 56414",,1
"TOI-1230.01","TOI-1230",,1
"TOI-1238 c","TOI-1238",,2
"TOI-1238 b","TOI-1238",,2
"TOI-1243 b","TOI-1243",,1
"TOI-1244 b","TOI-1244",,1
"HD 135694 b","HD 135694","HIP 74326",1
"TOI-1248 b","TOI-1248",,1
"TOI-1249 b","TOI-1249",,1
"TOI-1269 b","TOI-1269",,1
"TOI-1273 b","TOI-1273",,1
"Kepler-278 b","Kepler-278",,2
"TOI-1279 b","TOI-1279",,1
"Kepler-796 b","Kepler-796",,1
"TOI-1288 b","TOI-1288",,2
"TOI-1294 b","TOI-1294",,2
"TOI-1295 b","TOI-1295",,1
"TOI-1301.01","TOI-1301",,1
"Kepler-795 b","Kepler-795",,1
"Kepler-794 b","Kepler-794",,1
"Kepler-504 b","Kepler-504",,1
"Kepler-277 b","Kepler-277",,2
"TOI-1346 c","TOI-1346",,2
"TOI-1346 b","TOI-1346",,2
"TOI-1347 b","TOI-1347",,2
"TOI-1347 c","TOI-1347",,2
"Kepler-793 b","Kepler-793",,1
"Kepler-792 b","Kepler-792",,1
"TOI-1386 b","TOI-1386",,2
"Kepler-791 b","Kepler-791",,1
"TOI-1408 b","TOI-1408",,2
"TOI-1410.01","TOI-1410",,2
"TOI-1416 b","TOI-1416","HIP 70705",1
"TOI-1420 b","TOI-1420",,1
"Kepler-790 b","Kepler-790",,1
"HD 235088 b","HD 235088","HIP 98668",1
"TOI-1437 b","TOI-1437",,1
"TOI-1438 b","TOI-1438",,2
"TOI-1438 c","TOI-1438",,2
"TOI-1439 b","TOI-1439",,1
"TOI-1443 b","TOI-1443",,1
"Kepler-41 b","Kepler-41",,1
"Kepler-789 b","Kepler-789",,1
"TOI-1448 b","TOI-1448",,1
"TOI-1450 A b","TOI-1450 A",,2
"TOI-1451 b","TOI-1451",,1
"TOI-1452 b","TOI-1452",,1
"TOI-1453 c","TOI-1453",,2
"TOI-1453 b","TOI-1453",,2
"Kepler-788 b","Kepler-788",,1
"TOI-1467 b","TOI-1467",,1
"TOI-1468 c","TOI-1468",,2
"TOI-1468 b","TOI-1468",,2
"TOI-1470 b","TOI-1470",,2
"Kepler-276 c","Kepler-276",,3
"HIP 9618 b","HIP 9618","HIP 9618",2
"HIP 9618 c","HIP 9618","HIP 9618",2
"TOI-1472 b","TOI-1472",,2
"HD 6061 b","HD 6061",,1
"Kepler-787 b","Kepler-787",,1
"Kepler-1741 b","Kepler-1741",,1
"Kepler-786 b","Kepler-786",,1
"Kepler-275 c","Kepler-275",,3
"Kepler-465 b","Kepler-465",,1
"Kepler-415 c","Kepler-415",,2
"Kepler-1740 b","Kepler-1740",,1
"TOI-1630.01","TOI-1630",,1
"TOI-1648 b","TOI-1648",,1
"TOI-1659.01","TOI-1659",,1
"TOI-1669 c","TOI-1669",,2
"Kepler-484 b","Kepler-484",,1
"TOI-1680 b","TOI-1680",,1
"TOI-1683.01","TOI-1683","HIP 20528",1
"TOI-1691 b","TOI-1691",,1
"TOI-1694 b","TOI-1694",,2
"TOI-1695 b","TOI-1695",,1
"TOI-1716.01","TOI-1716",,1
"TOI-1723 b","TOI-1723",,1
"TOI-1736 b","TOI-1736",,2
"TOI-1739 b","TOI-1739",,1
"TOI-1742 b","TOI-1742",,1
"TOI-1743 b","TOI-1743",,1
"TOI-1744.01","TOI-1744",,1
"TOI-1751 b","TOI-1751",,1
"TOI-1753 b","TOI-1753",,1
"TOI-1758 b","TOI-1758",,1
"TOI-1768.01","TOI-1768",,1
"TOI-1772.01","TOI-1772",,1
"Kepler-785 b","Kepler-785",,1
"TOI-1774.01","TOI-1774","HIP 48443",2
"TOI-1775 b","TOI-1775",,1
"TOI-1776 b","TOI-1776","HIP 53688",1
"TOI-1777.01","TOI-1777","HIP 49576",1
"HD 77946 b","HD 77946","HIP 44746",1
"TOI-1782.01","TOI-1782",,2
"TOI-1782.02","TOI-1782",,2
"Kepler-105 b","Kepler-105",,2
"Kepler-784 b","Kepler-784",,2
"TOI-1794 b","TOI-1794",,1
"TOI-1798.01","TOI-1798",,2
"TOI-1798.02","TOI-1798",,2
"TOI-1799 b","TOI-1799","HIP 54491",1
"TOI-1801 b","TOI-1801","HIP 57099",1
"TOI-1803 c","TOI-1803",,2
"TOI-1803 b","TOI-1803",,2
"TOI-1806.01","TOI-1806",,1
"TOI-1811 b","TOI-1811",,1
"TOI-1820 b","TOI-1820",,1
"TOI-1823 b","TOI-1823",,1
"TOI-1824 b","TOI-1824",,1
"TOI-1836 b","TOI-1836",,2
"TOI-1836 c","TOI-1836",,2
"TOI-1846 b","TOI-1846",,1
"TOI-1853 b","TOI-1853",,1
"TOI-1855 b","TOI-1855",,1
"TOI-1859 b","TOI-1859",,1
"TOI-1883 b","TOI-1883",,1
"TOI-1898 b","TOI-1898","HIP 47288",1
"TOI-1937 A b","TOI-1937 A",,1
"TOI-1994 b","TOI-1994",,1
"TOI-2000 c","TOI-2000",,2
"TOI-2000 b","TOI-2000",,2
"TOI-2005 b","TOI-2005",,1
"TOI-2010 b","TOI-2010",,1
"TOI-2015 b","TOI-2015",,2
"TOI-2019 b","TOI-2019",,1
"TOI-2025 b","TOI-2025",,1
"Kepler-831 b","Kepler-831",,1
"TOI-2031 A b","TOI-2031 A",,1
"KOI-217 b","KOI-217",,1
"Kepler-830 b","Kepler-830",,1
"TOI-2048 b","TOI-2048",,1
"TOI-2068 b","TOI-2068",,1
"Kepler-1746 b","Kepler-1746",,1
"TOI-2084 b","TOI-2084",,1
"TOI-2088 b","TOI-2088",,1
"TOI-2093 c","TOI-2093",,2
"TOI-2095 b","TOI-2095",,2
"TOI-2095 c","TOI-2095",,2
"TOI-2096 b","TOI-2096",,2
"TOI-2096 c","TOI-2096",,2
"TOI-2107 b","TOI-2107",,1
"Kepler-829 b","Kepler-829",,1
"TOI-2120 b","TOI-2120",,1
"Kepler-1745 b","Kepler-1745",,1
"TOI-2128 b","TOI-2128","HIP 83827",1
"TOI-2134 b","TOI-2134",,2
"TOI-2134 c","TOI-2134",,2
"TOI-2141 b","TOI-2141",,3
"Kepler-422 b","Kepler-422",,1
"TOI-2145 b","TOI-2145","HIP 86040",1
"TOI-2152 A b","TOI-2152",,1
"TOI-2154 b","TOI-2154",,1
"Kepler-828 b","Kepler-828",,1
"TOI-2158 b","TOI-2158",,1
"Kepler-293 b","Kepler-293",,2
"TOI-2169 A b","TOI-2169 A",,1
"Kepler-292 f","Kepler-292",,5
"TOI-2193 A b","TOI-2193 A",,1
"TOI-2194 b","TOI-2194",,1
"TOI-2196 b","TOI-2196",,1
"TOI-2207 b","TOI-2207",,1
"Kepler-291 b","Kepler-291",,2
"TOI-2211.01","TOI-2211","HIP 101503",1
"Kepler-61 b","Kepler-61",,1
"TOI-2236 b","TOI-2236",,1
"Kepler-290 c","Kepler-290",,3
"Kepler-1744 b","Kepler-1744",,1
"Kepler-423 b","Kepler-423",,1
"Kepler-1987 d","Kepler-1987",,4
"TOI-2266 b","TOI-2266",,1
"TOI-2274 b","TOI-2274",,1
"Kepler-827 b","Kepler-827",,1
"TOI-2295 b","TOI-2295",,2
"Kepler-289 c","Kepler-289",,4
"TOI-2322 c","TOI-2322",,2
"TOI-2322 b","TOI-2322",,2
"TOI-2328 b","TOI-2328",,1
"TOI-2338 b","TOI-2338",,1
"TOI-2345 b","TOI-2345",,2
"TOI-2345 c","TOI-2345",,2
"TOI-2346 b","TOI-2346",,1
"Kepler-487 c","Kepler-487",,3
"Kepler-458 c","KIC 9663113",,2
"TOI-2364 b","TOI-2364",,1
"Kepler-889 b","Kepler-889",,1
"TOI-2368 b","TOI-2368",,1
"TOI-2373 b","TOI-2373",,1
"TOI-2374 b","TOI-2374",,1
"Kepler-888 b","Kepler-888",,1
"TOI-2379 b","TOI-2379",,1
"TOI-2382 b","TOI-2382",,1
"TOI-2384 b","TOI-2384",,1
"Kepler-887 b","Kepler-887",,2
"Kepler-886 b","Kepler-886",,1
"TOI-2407 b","TOI-2407",,1
"Kepler-885 b","Kepler-885",,1
"TOI-2416 b","TOI-2416",,1
"TOI-2420 b","TOI-2420",,1
"TOI-2421 b","TOI-2421",,1
"Kepler-853 b","Kepler-853",,1
"TOI-2447 b","TOI-2447",,1
"TOI-2449 b","TOI-2449",,1
"Kepler-852 b","Kepler-852",,1
"TOI-2458 b","TOI-2458",,2
"TOI-2459 b","TOI-2459",,1
"Kepler-26 b","Kepler-26",,4
"Kepler-884 b","Kepler-884",,1
"TOI-2485 b","TOI-2485",,1
"Kepler-883 b","Kepler-883",,1
"Kepler-59 c","Kepler-59",,2
"TOI-2497 b","TOI-2497",,1
"TOI-2498 b","TOI-2498",,1
"Kepler-882 b","Kepler-882",,1
"TOI-2524 b","TOI-2524",,1
"TOI-2525 b","TOI-2525",,2
"TOI-2525 c","TOI-2525",,2
"Kepler-881 b","Kepler-881",,1
"TOI-2529 b","TOI-2529",,1
"Kepler-880 b","Kepler-880",,2
"TOI-2537 b","TOI-2537",,2
"TOI-2545 b","TOI-2545",,1
"Kepler-43 b","Kepler-43",,1
"Kepler-879 b","Kepler-879",,2
"TOI-2567 b","TOI-2567",,1
"TOI-2570 b","TOI-2570",,1
"Kepler-878 b","Kepler-878",,1
"TOI-2580 b","TOI-2580",,1
"TOI-2583 A b","TOI-2583 A",,1
"TOI-2587 A b","TOI-2587 A",,1
"Kepler-877 b","Kepler-877",,1
"TOI-2589 b","TOI-2589",,1
"Kepler-876 b","Kepler-876",,1
"Kepler-875 b","Kepler-875",,1
"Kepler-874 b","Kepler-874",,1
"Kepler-873 b","Kepler-873",,1
"Kepler-303 b","Kepler-303",,2
"TOI-2641 b","TOI-2641",,1
"Kepler-872 b","Kepler-872",,1
"Kepler-871 b","Kepler-871",,1
"Kepler-870 b","Kepler-870",,1
"TOI-2714 b","TOI-2714",,1
"TOI-2719 b","TOI-2719",,1
"NGTS-31 b","NGTS-31",,1
"Kepler-869 b","Kepler-869",,1
"Kepler-868 b","Kepler-868",,1
"Kepler-867 b","Kepler-867",,1
"TOI-2768 b","TOI-2768",,1
"KOI-13 b","KOI-13",,1
"Kepler-866 b","Kepler-866",,1
"Kepler-865 b","Kepler-865",,2
"TOI-2796 b","TOI-2796",,1
"TOI-2803 A b","TOI-2803 A",,1
"Kepler-864 b","Kepler-864",,2
"TOI-2818 b","TOI-2818",,1
"Kepler-863 b","Kepler-863",,1
"TOI-2842 b","TOI-2842",,1
"Kepler-1754 b","Kepler-1754",,1
"Kepler-862 b","Kepler-862",,1
"TOI-2876 b","TOI-2876",,1
"TOI-2886 b","TOI-2886",,1
"Kepler-1753 b","Kepler-1753",,1
"Kepler-861 b","Kepler-861",,1
"Kepler-302 c","Kepler-302",,2
"TOI-2969 b","TOI-2969",,1
"Kepler-102 e","Kepler-102",,5
"Kepler-860 b","Kepler-860",,1
"TOI-2977 b","TOI-2977",,1
"TOI-2981 b","TOI-2981",,1
"Kepler-859 b","Kepler-859",,1
"TOI-2986 b","TOI-2986",,1
"TOI-2989 b","TOI-2989",,1
"TOI-2992 b","TOI-2992",,1
"Kepler-858 b","Kepler-858",,1
"TOI-3023 b","TOI-3023",,1
"Kepler-1752 b","Kepler-1752",,1
"Kepler-1669 c","Kepler-1669",,3
"Kepler-419 b","Kepler-419",,2
"Kepler-857 b","Kepler-857",,1
"TOI-3071 b","TOI-3071",,1
"Kepler-14 b","Kepler-14",,1
"TOI-3082 b","TOI-3082",,1
"Kepler-1668 b","Kepler-1668",,1
"TOI-3135 b","TOI-3135",,1
"TOI-3160 A b","TOI-3160 A",,1
"Kepler-94 b","Kepler-94",,2
"Kepler-856 b","Kepler-856",,1
"NGTS-27 b","NGTS-27",,1
"Kepler-855 b","Kepler-855",,1
"TOI-3235 b","TOI-3235",,1
"TOI-3261 b","TOI-3261",,1
"Kepler-125 b","Kepler-125",,2
"TOI-3288 b","TOI-3288",,1
"TOI-3321 b","TOI-3321",,1
"TOI-3331 A b","TOI-3331 A",,1
"TOI-3353.01","TOI-3353",,1
"TOI-3364 b","TOI-3364",,1
"TOI-3464 b","TOI-3464",,1
"TOI-3474 b","TOI-3474",,1
"Kepler-890 b","Kepler-890",,1
"TOI-3486 b","TOI-3486",,1
"TOI-3493 b","TOI-3493",,1
"TOI-3523 A b","TOI-3523 A",,1
"Kepler-304 b","Kepler-304",,4
"TOI-3540 A b","TOI-3540 A",,1
"TOI-3568 b","TOI-3568",,1
"Kepler-305 b","Kepler-305",,4
"TOI-3593 b","TOI-3593",,1
"Kepler-891 b","Kepler-891",,1
"Kepler-306 c","Kepler-306",,4
"Kepler-892 b","Kepler-892",,1
"Kepler-893 b","Kepler-893",,1
"TOI-3682 b","TOI-3682",,1
"Kepler-17 b","Kepler-17",,1
"Kepler-894 b","Kepler-894",,1
"TOI-3688 A b","TOI-3688 A",,1
